name,response
Unloading AMSI via Reflection,"SEARCH PowerShell Script Block Logging events (EventCode equals 4104) | FILTER events where ScriptBlockText contains the substring ""system.management.automation.amsi"" (case-insensitive) | PARSE fields from each event: timestamp, dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText | FILL missing values in the parsed fields with a placeholder (for consistent grouping) | GROUP events by dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText; within each group COMPUTE count of events as event_count, earliest timestamp as firstTime, latest timestamp as lastTime | DERIVE human-readable time strings from firstTime and lastTime | APPLY optional environment-specific allowlist/suppression rules to reduce known benign matches | OUTPUT for each group: dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode,"
File with Samsam Extension,
Windows WMI Process And Service List,
Windows AD Replication Request Initiated from Unsanctioned Location,
Remote Process Instantiation via WMI and PowerShell,"SEARCH endpoint process creation events from Sysmon Event ID 1, Windows Security 4688, and EDR process telemetry | FILTER records where process.executable_name equals ""powershell.exe"" (case-insensitive) | FILTER records where process.command_line contains (case-insensitive) all of the following substrings: ""Invoke-WmiMethod"", ""-CN"", ""-Class Win32_Process"", ""-Name create"" | GROUP records by action, destination_host, original_file_name, parent.process_command_line, parent.executable_path, parent.process_guid, parent.process_id, parent.process_name, parent.process_image_path, process.command_line, process.executable_path, process.process_guid, process.process_hash, process.process_id, process.integrity_level, process.process_name, process.process_image_path, user.username, user.user_id, vendor_product | COMPUTE event_count for each group, first_seen_time = minimum event timestamp in group, last_seen_time = maximum event timestamp in group | DERIVE human_readable_first_seen from first_seen_time and human_readable_last_seen from last_seen_time | OUTPUT event_count, first_seen_time, last_seen_time, human_readable_first_seen, human_readable_last_seen, and all group-by fields"
Windows Office Product Spawned Uncommon Process,
Windows Modify Registry wuStatusServer,
Script Execution via WMI,"SEARCH process creation events from Sysmon Event ID 1, Windows Security Event ID 4688, and CrowdStrike process telemetry over the analysis period, selecting fields: timestamp, action, dest, original_file_name, parent_process, parent_process_exec, parent_process_guid, parent_process_id, parent_process_name, parent_process_path, process, process_exec, process_guid, process_hash, process_id, process_integrity_level, process_name, process_path"
Linux Doas Tool Execution,"SEARCH process execution events from endpoint/EDR telemetry on Linux hosts within the desired time range | FILTER records where process_name equals ""doas"" | GROUP records by action, dest, original_file_name, parent_process, parent_process_exec, parent_process_guid, parent_process_id, parent_process_name, parent_process_path, process, process_exec, process_guid, process_hash, process_id, process_integrity_level, process_name, process_path, user, user_id, vendor_product | COMPUTE event_count = COUNT(records), firstTime = MIN(event_time), lastTime = MAX(event_time) per group | DERIVE first_seen = format_time(firstTime), last_seen = format_time(lastTime) | APPLY optional allowlist/suppression to exclude known-benign doas usage (for example, specific users, hosts, or parent processes) | OUTPUT all grouping fields plus event_count, first_seen, and last_seen"
Windows ConsoleHost History File Deletion,"SEARCH endpoint file deletion telemetry (e.g., host-based logs that record file delete operations) |
FILTER events where (event_code equals 23 OR event_code equals 26) if an event_code field exists for the data source |
FILTER events where the target file path matches ""*\Microsoft\Windows\PowerShell\PSReadline\ConsoleHost_history.txt"" (case-insensitive; match on the full path or file_path/target_path equivalent) |
GROUP events BY action, dest, dvc, file_path, file_hash, file_name, file_modify_time, process_name, process_exec, process_id, process_path, user_id, vendor_product, process_guid, signature, signature_id, user |
COMPUTE count = number of events per group; firstTime = minimum event_time per group; lastTime = maximum event_time per group |
DERIVE firstTimeReadable = human-readable representation of firstTime; lastTimeReadable = human-readable representation of lastTime |
APPLY optional suppression to exclude known benign or approved deletions (e.g., sanctioned cleanup scripts, test systems, or approved admin accounts) |
OUTPUT the grouped fields plus count, firstTime, lastTime, firstTimeReadable, lastTimeReadable"
Detection of tools built by NirSoft,
Windows WMIC Shadowcopy Delete,"SEARCH Windows process creation events from Sysmon (Event ID 1) over the desired time range
| PARSE fields: event_time, host, action, vendor_product, user, user_id, process_name, process_path, process_executable, process_command_line, process_id, process_guid, process_hash, process_integrity_level, original_file_name, parent_process_name, parent_process_path, parent_process_executable, parent_process_id, parent_process_guid
| FILTER process_name equals ""wmic.exe""
| FILTER process_command_line contains ""shadowcopy""
| FILTER process_command_line contains ""delete""
| GROUP BY action, host, vendor_product, user, user_id, process_name, process_path, process_executable, process_command_line, process_id, process_guid, process_hash, process_integrity_level, original_file_name, parent_process_name, parent_process_path, parent_process_executable, parent_process_id, parent_process_guid
| COMPUTE event_count = count(), firstTime = min(event_time), lastTime = max(event_time)
| DERIVE firstTime_readable = convert_time(firstTime), lastTime_readable"
Linux c89 Privilege Escalation,"SEARCH endpoint process-creation telemetry from EDR agents
| PARSE each event to extract: event_time, action, host, vendor_product, user, user_id, process_id, process_guid, process_name, process_path, process_exec, process_hash, process_command_line, process_integrity_level, original_file_name, parent_process_id, parent_process_guid, parent_process_name, parent_process_path, parent_process_exec, parent_process (full command line if available)
| FILTER events where event_type equals ""process_creation""
| FILTER events where process_command_line contains ""c89"" (case-insensitive)
| FILTER events where process_command_line contains ""-wrapper"" (case-insensitive)
| FILTER events where process_command_line contains ""sudo"" (case-insensitive)
| GROUP events by: action, host, vendor_product, user, user_id, process_id, process_guid, process_name, process_path,"
Windows Privilege Escalation System Process Without System Parent,
Detect RTLO In Process,
Windows Excessive Service Stop Attempt,"SEARCH process execution events from endpoint and Windows process creation telemetry
| PARSE fields: timestamp, host, user, process_name, original_file_name, command_line, process_path, process_id, process_guid, process_hash, process_integrity_level, action, parent_process_name, parent_process_path, parent_process_id, parent_process_guid, vendor_product
| FILTER records where lower(process_name) is in {""net.exe"",""sc.exe""} OR lower(original_file_name) is in {""net.exe"",""sc.exe""}
| FILTER records where command_line contains any of {""stop"",""delete""} (case-insensitive)
| GROUP records into 1-minute tumbling windows by [host, user, process_name, original_file_name, parent_process_name]
| COMPUTE per group: event_count = count(records), firstTime = min(timestamp), lastTime = max(timestamp), actions = set(action), parent_processes = set(parent_process_name), parent_paths = set(parent_process_path), parent_ids = set(parent_process_id), parent_guids = set(parent_process_guid),"
Windows Process Execution From ProgramData,
Enable WDigest UseLogonCredential Registry,"SEARCH registry value set/change events from endpoint telemetry (e.g., Windows registry modification logs) |
PARSE fields: event_time, host, action, process_id, process_guid, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_data, registry_value_type, status, user, product |
FILTER registry_path contains ""\System\CurrentControlSet\Control\SecurityProviders\WDigest\"" (case-insensitive) |
FILTER registry_value_name equals ""UseLogonCredential"" |
FILTER registry_value_data equals 1 (accept either integer 1 or hex 0x00000001) |
GROUP BY action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, product |
COMPUTE count = number of events per group, firstTime = earliest event_time per group, lastTime = latest event_time per group |
FILTER registry_value_data is not null |
DERIVE firstTime_readable and lastTime_readable from firstTime and lastTime (human-readable timestamps) |
APPLY environment-specific allowlists or suppression rules for known legitimate changes (if available) |
OUTPUT count, firstTime, lastTime, firstTime_readable, lastTime_readable, action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value"
PowerShell Enable PowerShell Remoting,"SEARCH events from PowerShell Script Block Logging (EventCode 4104) data source | FILTER records where EventCode equals 4104 | FILTER records where ScriptBlockText contains the substring ""Enable-PSRemoting"" | FILL missing values in dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText with ""N/A"" | GROUP records by dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText and aggregate eventCount = count of records, firstTime = minimum event timestamp, lastTime = maximum event timestamp | DERIVE firstTimeReadable by converting firstTime to a human-readable timestamp | DERIVE lastTimeReadable by converting lastTime to a human-readable timestamp | OUTPUT dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText, eventCount, firstTime, lastTime, firstTimeReadable, lastTimeReadable"
